header,price,note,usable_area,floor_area,floor,energy_effeciency,ownership,description,long,lat,hash,gas,waste,equipment,state,construction_type,place,electricity,heating,transport,year_reconstruction,telecomunication,has_lift,has_garage,has_cellar,no_barriers,has_loggia,has_balcony,has_garden,has_parking,tags,disposition,bus_station_dist,train_station_dist,subway_station_dist,tram_station_dist,post_office_dist,atm_dist,doctor_dist,vet_dist,primary_school_dist,kindergarten_dist,supermarket_grocery_dist,restaurant_pub_dist,playground_dist,sports_field_dist,theatre_cinema_dist,pharmacy_dist,name,date
"Prodej bytu 2+kk 50 m², Praha, Praha",6740000,,50,,1.0,G,UNDEFINED,"Příležitost k dobré investici či vlastnímu bydlení !!!

Jako přímí majitelé nabízíme k prodeji krásný a praktický byt 2+kk na investici či k vlastnímu bydlení, v tiché ulici Dukelská ve Vršovicích, který prošel před pár měsíci kompletní rekonstrukcí (na cihlu) a nyní je pronajímán spolehlivému nájemci. Při rekonstrukci byly použity kvalitní materiály. 
Podlahová plocha bytu činí necelých 50m2. Nachází se v 1. nadzemním podlaží dobře udržovaného domu s vlastní zahradou.

Byt je nyní užíván nájemcem, kterému patří jeho vybavení. Součástí bytu je však kompletně nová kuchyňská sestava, lednička, elektrická trouba, indukční varná deska, uhlíková recirkulační digestoř, myčka 60cm, pračka s vrchním plněním. Všechny spotřebiče jsou značky Elektrolux, nové a v záruce.
V pokojích jsou vinylové podlahy a v koupelně dlažba. 

Možnost parkování je přímo u domu, modré parkovací zóny. Výborná dostupnost na MHD k zastávce Bělocerkevská (2minuty), Slavia (7minut).
Veškerá občanská vybavenost v okolí - potraviny Tesco Express ve vzdálenosti 80m.

Případně máme velmi podobný byt v našem vlastnictví ve skvělé lokalitě !! na Smíchově 2+kk (53m2), který je také pronajímán.
V případě vážného zájmu můžete volat 777 023 535 (RK prosím nevolat !!!)",14.47198,50.07291,,,,CASTECNE,VERY_GOOD,CIHLA,Praha - Vršovice,,,,,,False,False,False,,False,False,,False,MHD 2 minuty pěšky_Částečně vybaveno,DISP_2_KK,,,,,458.64,,,,148.36,,105.84,376.61,215.33,702.86,,373.91,breality,2022-10-20
"Prodej bytu 1+kk 35 m², Praha, Praha",5600000,,35,,5.0,B,UNDEFINED,"1kk na prodej, garaz, sklep, balkon, 5.poschodi",14.41478,50.00436,,,,VYBAVENY,NEW,OSTATNI,Praha - Modřany,,CENTRAL,,,,True,True,True,,False,True,,True,MHD 2 minuty pěšky_Vybaveno_Výtah_Parkování_Balkón_Sklep_Garáž,DISP_1_KK,,,,,232.51,,,,776.25,,148.54,263.59,204.46,781.39,,209.7,breality,2022-10-20
"Prodej bytu 2+1 55 m², Praha, Praha",6000000,,55,,2.0,G,UNDEFINED,"Dovolujeme si nabídnout k prodeji byt 2+1 ve 2 .patře s výtahem / resp 3NP/ - v klidném domě - s počtem podlaží 6 - společenství vlastníků
dispozičně :
kuchyně se samostatným vchodem -s potravinovou skříní ,původní dřevěnou malou funkční kuchyňskou linkou a funkčním plynovým sporákem
ložnice se vstupem na balkon s vestavěnými dřevěnými skříněmi - obě místnosti situované do vnitrobloku se zelení
obývací pokoj s okny situovanými směrem do ulice k nákupnímu středisku EDEN
předsíň se vstupem do samostatné koupelny a samostatného WC a prostorné šatny / komory/ s původní malou vestavěnou skříní


topení - . dálkové teplovodní vytápění - litinové radiátory - individuální měření spotřeby k odečtu, výměna plynoměru r. 2022


Dopravní dostupnost - tramvajová stanice :Slavie, nádraží Eden - dostupnost do centra výborná , 10-12min metro nám. Míru ,6 minut metro Strašnická
nově nádraží Eden - rychlé spojení na Hlavní nádraží Praha

Byt je vyklizen ,vymalován , možný pronájem pro méně náročné klienty před budoucí rekonstrukci.
Nájemné za byt činí 4 245 kč , zálohy na plyn 1 190kč ,elektřina dle aktuální spotřeby.
Byt je světlý, teplý


Byt doposud poskytoval skvělou příležitost k pohodlnému bydlení .",14.47001,50.06855,,,,NEVYBAVENY,GOOD,CIHLA,Praha - Vršovice,,,,,,True,False,True,,False,True,,True,MHD 1 minuta pěšky_Výtah_Parkování_Balkón_Sklep,DISP_2_1,,,,,179.78,,,,364.35,,225.9,403.39,507.71,470.79,,258.23,breality,2022-10-20
"Prodej bytu 3+kk 87 m², Malkovského, Praha, Praha",9550000,,87,,4.0,C,OSOBNI,"Realitní kanceláře prosím, nerušit. 

WB2004@ATLAS.CZ 

Prodej bytu 3+KK o velikosti 91 m2, s balkonem a parkovacím stáním v suterénu domu. 
Byt se nachází v ul. Malkovského Praha 9 – Letňany, v posledním patře 5 patrového domu s výtahem. 
Dispozice bytu: předsíň (10,9 m2), WC (1,7 m2), koupelna (4,3 m2), obývací pokoj s kuchyňským koutem (36,1 m2), dvě ložnice (18,6 m2 a 12 m2), balkon (2 m2), v bytě je kuchyňská linka s vestavěnými spotřebiči, bezpečnostní dveře, plastová okna, plovoucí podlahy a dlažba.
Nedaleko domu je veškerá občanská vybavenost, základní a mateřská školy, Obchodní Centrum Letňany, Aquacentrum Letňany Lagoon, zimní stadion i mnoho dalšího sportovního využití. 
Metro C Letňany 10 minut chůze, nebo 3 stanice busem MHD. 

WB2004@ATLAS.CZ",14.50727,50.14087,,,,CASTECNE,VERY_GOOD,CIHLA,"Malkovského, Praha - Letňany",,,,,,True,False,False,,False,True,,True,MHD 2 minuty pěšky_Částečně vybaveno_Výtah_Parkování_Balkón,DISP_3_KK,,,,,883.51,,,,439.04,,67.18,372.68,131.54,372.83,,241.99,breality,2022-10-20
"Prodej bytu 1+kk 19 m², Praha, Praha",3190000,,19,,2.0,B,OSOBNI,"Byt 1+kk o velikosti 19m v Praze 9 - Hloubětín je součástí nově postaveného činžovního domu zkolaudovaného na přelomu roku 2021/2022, převody jednotek do OV byly realizovány od jara 2022.

Byt se nachází v 1.patře domu, dům disponuje osobním výtahem. Výhodou pro obyvatele domu je prostorná, volně přístupná &#34;zelená&#34; střešní terasa využitelná třeba pro grilování či jiné odpočinkové aktivity.

Vytápění a ohřev TUV je pro byty v domě zajištěn vlastní kotelnou umístěnou v suterénu domu. Byty jsou dále vybaveny automatickou rekuperací pro zajištění výměny vzduchu v kombinaci s přirozeným větráním okny.

Z bytu je dobré spojení do centra, před domem je zastávka tramvaje l. 25 a 8 pro přiblížení k metru. Nejbližší nákupní možnost je v takřka sousedním Retail Parku Poděbradská, kde se nachází OC Billa, lékárna či Mc Donald´s , ve vzdálenosti 4 zastávky tramvaje lze nalézt OC Galerie Harfa.

V blízkosti domu je unikátní Přírodní park Smetanka, kterým protéká Rokytka a kde se lze též napojit na cyklostezky. Ke sportovnímu vyžití lze dále využít třeba venkovní Fitness park Rokytka či vnitřní i venkovní plavecký bazén Hloubětín.

Cena bytu je 3.190.000,-, součástí ceny je již instalovaná kuchyňská linka se spotřebiči (lednice, varná deska, mikrovlnná trouba, pračka se sušičkou).
Kontakt na tel.č. +420 775866230.",14.52448,50.10767,,,,CASTECNE,NEW,OSTATNI,Praha - Hloubětín,,,,,,True,False,False,,False,False,,False,MHD 3 minuty pěšky_Částečně vybaveno_Výtah_Terasa,DISP_1_KK,,,,,1337.37,,,,1259.3,,715.15,987.8,483.53,851.15,,1166.06,breality,2022-10-20
"Prodej bytu 3+kk 59 m², Dobrovolného, Praha, Praha",7900000,,59,,3.0,C,OSOBNI,"Prodáme byt 3+kk, o podlahové ploše 59 m2, nacházející se na Černém Mostě (ul. Dobrovolného), v 3. nadzemním podlaží (z celkem 5-ti podlaží). Byt se skládá z obývacího pokoje s kuchyňským koutem, ložnice 1, ložnice 2, koupelny, WC a předsíně. Součástí bytu je balkon 2 m2 (jehož velikost není započítána v podlahové ploše bytu). Byt je plně zařízen nábytkem – viz. fotografie (prodej bytu buď s nábytkem nebo bez nábytku - dle dohody). V obývacím pokoji je instalována klimatizace. WC je řešeno jako samostatná místnost, v koupelně je vana, umyvadlo, pračka a sušička. Balkon je přístupný z obývacího pokoje. K bytu náleží parkovací stání o velikosti 10 m2 v podzemním podlaží. Dále k bytu náleží sklepní kóje.

Poplatky za byt a garážové stání celkem 4400 Kč, elektřina PRE měsíčně 1800 Kč, dále je v bytě zavedeno připojení kabelové televize a internetu Vodafone (ex-UPC).

Byt se nachází v pěší vzdálenosti na metro Rajská zahrada (700 m), dále lze jet autobusem (zastávka 120 m od domu) na metro Černý Most nebo do obchodního domu Centrum Černý Most.

Nedaleko (1 zastávka autobusem) se nachází park U Čeňku s velkým dětským hřištěm a velkou travnatou plochou.

K domu náleží soukromé dětské hřiště určené pouze pro obyvatele domu, s uzamčenou brankou (viz. foto).

V ceně zahrnuto parkovací stání, sklepní kóje, vestavěné skříně, kuchyňský kout (vč. spotřebičů). V ceně není zahrnut ostatní nábytek.

Kontakt: Hana Hronová 
Tel.: 604168353
E-mail: hanka.brab@seznam.cz",14.56249,50.10236,,,,CASTECNE,VERY_GOOD,CIHLA,"Dobrovolného, Praha - Černý Most",,REMOTE,,,,True,True,True,,False,True,,True,MHD 1 minuta pěšky_Částečně vybaveno_Výtah_Parkování_Balkón_Sklep_Garáž,DISP_3_KK,,,,,675.6,,,,617.13,,496.88,960.32,341.63,791.15,,740.12,breality,2022-10-20
"Prodej bytu 2+1 77 m², U Kloubových domů, Praha, Praha",9490000,,77,,,,OSOBNI,"Nabízíme k prodeji slunný byt 2+1 o velikosti 74 m2 s balkonem 2,6 m2 a velkou terasou 136 m2, v ceně k bytu náleží garáž pro dvě auta. Byt se nachází v 1. patře cihlového bytového domu, v lokalitě Prahy 9 - Vysočany. Dispozici tvoří světlý obývací pokoj se vstupem na prostornou terasu kterou si člověk může zařídit podle svých představ, kuchyně, ložnice s balkonem, koupelna s toaletou, předsíň a také komora. Orientace bytu obývací pokoj s terasou je na sever a ložnice na západ.

V lokalitě naleznete veškerou občanskou vybavenost - ZŠ, MŠ, Gymnázium J. Seiferta, SOU služeb, obchody, sportoviště, dětská hřiště, parky. Občanská vybavenost v blízkém okolí. Dobré spojení MHD - 5 min chůze zastávka Skloněná - spojení - busem 10 min k metru Vysočanská nebo na Floru, 6 min k nádraží Libeň. S financováním nemovitosti Vám rádi pomůžeme. Doporučujeme prohlídku.",14.485717521,50.099543142,,,,CASTECNE,VERY_GOOD,CIHLA,"U Kloubových domů, Praha - Vysočany",,,,,,False,False,False,,False,False,,False,Částečně vybaveno,DISP_2_1,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 2+1 58 m², Vratislavova, Praha, Praha",13000000,,58,,3.0,G,OSOBNI,"Jako přímý vlastník nabízím k prodeji prostorný a světlý byt s dispozicí 2+1 o velikosti 58 m2 ve 3. patře cihlového domu v klidné a hezké lokalitě pražského Vyšehradu. Prodejná cena zahrnuje v sobě veškerý nábytek, který se v bytě nachází. Prohlídka bytu je možná dle domluvy. V bytě, se nachází vstupní chodba, sloučená koupelna s WC a saunou, samostatná kuchyň s oknem a dva světlé obytné pokoje.

Lokalita má plnou občanskou vybavenost, v okolí domu najdete obchody, školy, školky, zdravotnická, kulturní a sportovní zařízení, restaurace, bary, kavárny. V těsné blízkosti jsou i oblíbené farmářské trhy na náplavce.",14.42016,50.06562,,,,VYBAVENY,VERY_GOOD,CIHLA,"Vratislavova, Praha - Vyšehrad",,,,,,True,False,False,,False,False,,False,MHD 4 minuty pěšky_Vybaveno_Výtah,DISP_2_1,,,,,1214.14,,,,203.24,,368.32,20.15,159.46,423.28,,317.03,breality,2022-10-20
"Prodej bytu 3+kk 109 m², Elišky Peškové, Praha, Praha",23900000,,109,,,,OSOBNI,"Dovolujeme si Vám představit bytovou jednotku o dispozici 3+kk mezonetového typu v rezidenci Arbesova na rohu ulice Elišky Peškové a Arbesova náměstí. Rezidence prošla revitalizací vč. nového výtahu. Interiér s dostatkem světla, tvořeno moderními materiály a pečlivě promyšlené kreativní členění. Z prostorné terasy, využívané k relaxaci ve vířivce či grilování je výhled na Pražský hrad Kinského zahrady a Petřínské sady. Výhodná poloha této rezidence, kdy nemusíte dělat kompromisy mezi občanskou dostupností a klidným bydlením. Je ideálním místem, z něhož lze pohodlně cestovat tramvají či metrem po centru i do okrajových částí, také se autem lehce dostanete na výjezdové komunikace mimo Prahu. Krátkou chůzí se též dostanete na Smíchovské nádraží a autobusovou stanici Anděl. V blízkosti rezidence naleznete veškerý administrativní servis, ale také rozmanité obchůdky pro nákupy, zábavu a odpočinkový servis.",14.4054376,50.07693365,,,,VYBAVENY,GOOD,CIHLA,"Elišky Peškové, Praha - Smíchov",,,,,,False,False,False,,False,False,,False,Vybaveno_Terasa,DISP_3_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 4+1 80 m², Praha, Praha",8900000,,80,,2.0,C,UNDEFINED,"Nabízíme k prodeji zrekonstruovaný krásný slunný byt v ulici Mařatkova, Praha 12- Kamýk.

Jedná se o byt o celkové ploše 80 m2 nacházející se v 2. nadzemním podlaží 12 ti patrového revitalizovaného panelového domu. Byt se skládá ze 4 pokojů, kuchyně, WC, koupelny, předsíně a lodžie. K bytu patří sklepní kóje o výměře 1,2m2 v přízemí domu. Byt je orientovaný na východ (kuchyně a jeden pokoj), na jih (jeden pokoj) a na západ (dva pokoje a lodžie). 
Do bytu vedou bezpečnostní dveře s protihlukovou a protipachovou vložkou. Velmi prostorná předsíň (8m2) nabízí dostatek místa pro komfortní řešení úložného prostoru. 
V bytě se nachází jeden velký pokoj, užívaný jako obývací pokoj (20m2).  Obývací pokoj je orientovaný na západ. Dále byt disponuje ložnicí (12,5m2), ze které vedou dveře do zasklené lodžie. Zasklená lodžie (4,5 m2) má nové zábradlí a nové zasklení (2021) a speciální protinemrznoucí dlažbu. 
K dispozici jsou dva další pokoje, které lze využít jako dětské pokoje, či jako jeden dětský pokoj a pracovnu či šatnu/velkou komoru. Jeden z těchto pokojů (10 m2) je umístěn vedle kuchyně a je orientovaný na východ. Nabízí výhled na travnatou plochu a stromy za domem. Kuchyně (10 m2) poskytuje výhled tím samým směrem.
Druhý pokoj (10 m2) je orientovaný na jih a je z něj vidět na dětské hřiště a travnatou plochu vedle domu.
V bytě se rovněž nachází zrekonstruovaná koupelna (3 m2) s vanou a samostatné WC (1 m2).
Na podlahách je položena dlažba (kuchyně, předsíň, koupelna, wc), v pokojích jsou plovoucí podlahy a na nich položené lino nebo koberec. U všech pokojů jsou zárubně a dveře SAPELI.

Díky orientaci a dispozici je byt světlý, má mnoho slunečního svitu a dá se výborně udělat průvan v případě teplých dnů. 

V bytě byly instalovány nové rozvody elektřiny, vody a odpadu. Byt je vytápěn centrálním dálkovým topením.
Dům nesousedí v bezprostřední blízkosti dalších domů, tudíž poskytuje dostatek soukromí a výhled na travnatou plochu kolem domu. Ulice je slepá, tudíž Vás nebude rušit průjezd aut, pouze těch, které před domem parkují. 
V budově se také nachází menší kolárna/kočárkárna.
Dům je zateplen, nová střecha, nový výtah, nové stoupačky. Nově je také udělaná elektřina v domě. Letos se prováděla rekonstrukce společných prostor (nové vchodové dveře, nová dlažba v dolních prostorech).

Byt je v osobním vlastnictví. 

Byt se nachází v příjemné lokalitě kombinovaného sídliště a staré zástavby. V okolí je mnoho dětských hřišť, obchodů (Albert cca 50m od domu), biotop Lhotka cca 5 minut chůze, autobusová zastávka na Kačerov či do Modřan je cca 5 minut chůze.  V budoucnu cca 1km od stanice metra Nové dvory. 
U domu je také dostatek parkovacích míst nebo můžete parkovat na parkovišti cca 20m od domu. 

Byt prodává přímý majitel a neplatíte žádnou provizi za zprostředkování.",14.43744,50.01819,,,,CASTECNE,VERY_GOOD,PANEL,Praha - Kamýk,,,,,,True,False,True,,True,False,,False,MHD 2 minuty pěšky_Částečně vybaveno_Výtah_Sklep_Lodžie,DISP_4_1,,,,,880.97,,,,446.67,,182.04,440.09,447.09,455.8,,598.83,breality,2022-10-20
"Prodej bytu 2+kk 45 m², Vybíralova, Praha, Praha",4650000,,45,,4.0,,OSOBNI,"Nabízíme k prodeji světlý byt 2+kk s podlahovou plochou 44,5m2 a s lodžií 2,75m2, který se nachází ve 5.NP panelového domu, v klidné lokalitě s výhledem do zeleně parku. Byt je před rekonstrukcí, vstup na zasklenou a zateplenou lodžii je z ložnice. Naproti bytu je komora 1,23m2. Ta je umístěna v chodbě, která je uzamykatelná a oddělená od společných prostor domu. Chodba je společná pro dva sousední byty a spolu se sklepem 1,66m2 v suterénu tvoří dostatek úložného prostoru. Dům prošel důkladnou revitalizací (2 výtahy, nové vodoměry a měřiče tepla, plastová okna, zateplení, nová fasáda, rekonstrukce společné televizní antény, oprava atiky a střechy, nové vchody a zastřešení). Měsíční poplatky činí 3.500,- Kč. Výhodou této nemovitosti je její poloha (10min pěšky od metra B Černý Most a rychlé napojení na dálnici na Mladou Boleslav, Hradec Králové a na městský okruh) a veškerá občanská vybavenost (200m od domu je škola, školka a gymnázium, 600m OC Černý Most, Ikea, XXXLutz). V blízkém okolí nalezneme také možnosti pro relaxaci a sportovní vyžití (park, nové dětské a sportovní hřiště, golfové hřiště a unikátní rozhledna Doubravka). Nemovitost je možné financovat hypotečním úvěrem, který za Vás rádi vyřídíme. PENB: C. V inzerci jsou použité ilustrativní vizualizace.",14.58082757326,50.102680171818,,,,,BAD,PANEL,"Vybíralova, Praha - Černý Most",,,,,,True,False,True,,True,False,,False,MHD 2 minuty pěšky_Výtah_Sklep_Lodžie,DISP_2_KK,,,,,1062.6,,,,1121.12,,158.14,575.74,202.18,2433.67,,747.26,breality,2022-10-20
"Prodej bytu 2+1 53 m², Sokolovská, Praha, Praha",5500000,,53,,,,OSOBNI,"Nabízíme k prodeji byt o dispozici 2+1 v osobním vlastnictví v žádané lokalitě. Byt se nachází v pátém podlaží činžovního domu v ulici Sokolovská. Byt je v původním, ale ve velmi zachovalém stavu. Vstup je zajištěn přes vstupní halu, ze které původní majitelé vybudovali prostornou kuchyň s jídelnou. Dále v bytě naleznete dva samostatné pokoje, jeden slouží jako obývací pokoj a druhý jako ložnice. Koupelna a toaleta jsou samostatně. Dále je zde komora na uložení potřebných věcí nebo potravin. V domě je naplánovaná rekonstrukce stoupaček. K domu náleží dvorek se zahrádkou ve vnitrobloku, který je určen jako klidová zóna a posezení pro majitelé bytů. Dům je ve skvělé dostupnosti do centra Prahy, v docházkové vzdálenosti od tramvaje a metra B.",14.473806168,50.101643002,,,,CASTECNE,GOOD,CIHLA,"Sokolovská, Praha - Libeň",,,,,,False,False,False,,False,False,,False,Částečně vybaveno,DISP_2_1,,,,,,,,,,,,,,,,,breality,2022-10-20
